,sentiment,text
786,sad,in the need of everyone would request me to help them for the sake of country but in return i will get nothing at all pensive_face still proud to be India
2925,sad,nvr had such of rulng of like as dosnt apprct his undr strtd frm 2 now testng cntrs 41 ttl tst 2 12 985 almst 10 00/day wth low pstvty & hgh dschrg rt gvng flse info rgrdg pndng rprts
1592,sad,fir must be lodged against kejriwal for sending hapless labours to anand vihar bus terminal for dying & spreading corona
2709,sad,leave korona lockdown china …
1758,sad,sir my name is clarence alvares from goa please consider my humble suggestion in using an electric cremation for the dead people instead of just disposing the covid 19 corpses so that the family can give the ashes a decent burial
2666,sad,very sad state of affairs but ppl r desperate lockdown is there is there any source of income do we dtock saving 6 months buffer even middle class then bpl what will happen there mad rush hame ghar chalana hai and v donate too c q for bus fort area …pic twitter com/viqtp0ipqv
4445,fear,the science of soap – here's how it kills the coronavirus
3339,anger,police warn public about ‘people knocking on doors claiming to be testing for coronavirus' harrow online
2878,sad,* * *one more covid death reported from kashmir a patient from shopian passed away at srinagar hospital today j&k toll 29
3653,anger,reading things like this before going to bed is a bad idea bad for the brain read it in the morning and ruin tomorrow instead
2852,sad,lockdown extension to have deep impact on indian economy …
4379,fear,if you were a billionaire with a private jet where in the world would you go to escape worries my choice would be a private spa resort in monteverde costa rica
4672,fear,what do i think of people who are ignoring warnings and gatherings in bars and restaurants i'll be nice and just call them irresponsible unfortunately based on everything known it is the fatal kind of irresponsibility the novel coronavirus and covid 19 are no joke
4213,fear,kaceytron is banned for saying nasty shit about corona virus if you have an audience you need to be ultra careful in a time like this making jokes spreading stupid information is damaging
1367,sad,adp jobs report companies cut 27 00 jobs before the worst of the coronavirus …
4078,fear,we are taking the coronavirus threat way too seriously
3455,anger,rnc chairman absolutely destroys democrats over coronavirus virus inaction via
3610,anger,i dare you to tell someone that the health minister has coronavirus i guarantee they will initially try not to laugh but eventually give in
29,sad,shit is crazy o 36 cases u apply lockdown 100 cases u lift lockdown partially face_with_tears_of_joy
4102,fear,time will tell if coronavirus proves as dangerous as 1918 flu but wow the devestation of that epidemic more americans died of the flu in fall of 1918 than were killed in the world wars korea and vietnam combined
3894,anger,my college just canceled classes till april 20th and all my classes are online now because of the coronavirus wtf
1571,sad,when u were unwell due to cancer whole country was with u prays 4 u when country is unwell due to u r with pakistan shame on u u shd beg forgive from countrymen …
4237,fear,this is what david wilcock said about the ー19 so what about all the italians who are dying every day pats aunt lives in italy better go tell her she will be fine since she is not asian seriously why is this permitted to be on youtube this is dangerous
3411,anger,drunk rude white girls <<<<< coronavirus
30,joy,a good gesture by as he distributed food packets among lorry drivers as the dhabas been closed due to
4179,fear,the war has begun do not touch our brothers and sisters humanities real enemy are / / hunt them to last blood drop godspeed
